,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
448,449,1,3,0,5.0,2,1,19.2583,-1,0
449,450,1,1,1,52.0,0,0,30.5,50,2
450,451,0,2,1,36.0,1,2,27.75,-1,2
451,452,0,3,1,29.69911764705882,1,0,19.9667,-1,2
452,453,0,1,1,30.0,0,0,27.75,53,0
453,454,1,1,1,49.0,1,0,89.1042,86,0
454,455,0,3,1,29.69911764705882,0,0,8.05,-1,2
455,456,1,3,1,29.0,0,0,7.8958,-1,0
456,457,0,1,1,65.0,0,0,26.55,126,2
457,458,1,1,0,29.69911764705882,1,0,51.8625,97,2
458,459,1,2,0,50.0,0,0,10.5,-1,2
459,460,0,3,1,29.69911764705882,0,0,7.75,-1,1
460,461,1,1,1,48.0,0,0,26.55,117,2
461,462,0,3,1,34.0,0,0,8.05,-1,2
462,463,0,1,1,47.0,0,0,38.5,133,2
463,464,0,2,1,48.0,0,0,13.0,-1,2
464,465,0,3,1,29.69911764705882,0,0,8.05,-1,2
465,466,0,3,1,38.0,0,0,7.05,-1,2
466,467,0,2,1,29.69911764705882,0,0,0.0,-1,2
467,468,0,1,1,56.0,0,0,26.55,-1,2
468,469,0,3,1,29.69911764705882,0,0,7.725,-1,1
469,470,1,3,0,0.75,2,1,19.2583,-1,0
470,471,0,3,1,29.69911764705882,0,0,7.25,-1,2
471,472,0,3,1,38.0,0,0,8.6625,-1,2
472,473,1,2,0,33.0,1,2,27.75,-1,2
473,474,1,2,0,23.0,0,0,13.7917,90,0
474,475,0,3,0,22.0,0,0,9.8375,-1,2
475,476,0,1,1,29.69911764705882,0,0,52.0,1,2
476,477,0,2,1,34.0,1,0,21.0,-1,2
477,478,0,3,1,29.0,1,0,7.0458,-1,2
478,479,0,3,1,22.0,0,0,7.5208,-1,2
479,480,1,3,0,2.0,0,1,12.2875,-1,2
480,481,0,3,1,9.0,5,2,46.9,-1,2
481,482,0,2,1,29.69911764705882,0,0,0.0,-1,2
482,483,0,3,1,50.0,0,0,8.05,-1,2
483,484,1,3,0,63.0,0,0,9.5875,-1,2
484,485,1,1,1,25.0,1,0,91.0792,31,0
485,486,0,3,0,29.69911764705882,3,1,25.4667,-1,2
486,487,1,1,0,35.0,1,0,90.0,87,2
487,488,0,1,1,58.0,0,0,29.7,25,0
488,489,0,3,1,30.0,0,0,8.05,-1,2
489,490,1,3,1,9.0,1,1,15.9,-1,2
490,491,0,3,1,29.69911764705882,1,0,19.9667,-1,2
491,492,0,3,1,21.0,0,0,7.25,-1,2
492,493,0,1,1,55.0,0,0,30.5,64,2
493,494,0,1,1,71.0,0,0,49.5042,-1,0
494,495,0,3,1,21.0,0,0,8.05,-1,2
495,496,0,3,1,29.69911764705882,0,0,14.4583,-1,0
496,497,1,1,0,54.0,1,0,78.2667,96,0
497,498,0,3,1,29.69911764705882,0,0,15.1,-1,2
498,499,0,1,0,25.0,1,2,151.55,62,2
499,500,0,3,1,24.0,0,0,7.7958,-1,2
500,501,0,3,1,17.0,0,0,8.6625,-1,2
501,502,0,3,0,21.0,0,0,7.75,-1,1
502,503,0,3,0,29.69911764705882,0,0,7.6292,-1,1
503,504,0,3,0,37.0,0,0,9.5875,-1,2
504,505,1,1,0,16.0,0,0,86.5,42,2
505,506,0,1,1,18.0,1,0,108.9,74,0
506,507,1,2,0,33.0,0,2,26.0,-1,2
507,508,1,1,1,29.69911764705882,0,0,26.55,-1,2
508,509,0,3,1,28.0,0,0,22.525,-1,2
509,510,1,3,1,26.0,0,0,56.4958,-1,2
510,511,1,3,1,29.0,0,0,7.75,-1,1
511,512,0,3,1,29.69911764705882,0,0,8.05,-1,2
512,513,1,1,1,36.0,0,0,26.2875,121,2
513,514,1,1,0,54.0,1,0,59.4,-1,0
514,515,0,3,1,24.0,0,0,7.4958,-1,2
515,516,0,1,1,47.0,0,0,34.0208,106,2
516,517,1,2,0,34.0,0,0,10.5,142,2
517,518,0,3,1,29.69911764705882,0,0,24.15,-1,1
518,519,1,2,0,36.0,1,0,26.0,-1,2
519,520,0,3,1,32.0,0,0,7.8958,-1,2
520,521,1,1,0,30.0,0,0,93.5,39,2
521,522,0,3,1,22.0,0,0,7.8958,-1,2
522,523,0,3,1,29.69911764705882,0,0,7.225,-1,0
523,524,1,1,0,44.0,0,1,57.9792,17,0
524,525,0,3,1,29.69911764705882,0,0,7.2292,-1,0
525,526,0,3,1,40.5,0,0,7.75,-1,1
526,527,1,2,0,50.0,0,0,10.5,-1,2
527,528,0,1,1,29.69911764705882,0,0,221.7792,88,2
528,529,0,3,1,39.0,0,0,7.925,-1,2
529,530,0,2,1,23.0,2,1,11.5,-1,2
530,531,1,2,0,2.0,1,1,26.0,-1,2
531,532,0,3,1,29.69911764705882,0,0,7.2292,-1,0
532,533,0,3,1,17.0,1,1,7.2292,-1,0
533,534,1,3,0,29.69911764705882,0,2,22.3583,-1,0
534,535,0,3,0,30.0,0,0,8.6625,-1,2
535,536,1,2,0,7.0,0,2,26.25,-1,2
536,537,0,1,1,45.0,0,0,26.55,26,2
537,538,1,1,0,30.0,0,0,106.425,-1,0
538,539,0,3,1,29.69911764705882,0,0,14.5,-1,2
539,540,1,1,0,22.0,0,2,49.5,27,0
540,541,1,1,0,36.0,0,2,71.0,20,2
541,542,0,3,0,9.0,4,2,31.275,-1,2
542,543,0,3,0,11.0,4,2,31.275,-1,2
543,544,1,2,1,32.0,1,0,26.0,-1,2
544,545,0,1,1,50.0,1,0,106.425,82,0
545,546,0,1,1,64.0,0,0,26.0,-1,2
546,547,1,2,0,19.0,1,0,26.0,-1,2
547,548,1,2,1,29.69911764705882,0,0,13.8625,-1,0
548,549,0,3,1,33.0,1,1,20.525,-1,2
549,550,1,2,1,8.0,1,1,36.75,-1,2
550,551,1,1,1,17.0,0,2,110.8833,77,0
551,552,0,2,1,27.0,0,0,26.0,-1,2
552,553,0,3,1,29.69911764705882,0,0,7.8292,-1,1
553,554,1,3,1,22.0,0,0,7.225,-1,0
554,555,1,3,0,22.0,0,0,7.775,-1,2
555,556,0,1,1,62.0,0,0,26.55,-1,2
556,557,1,1,0,48.0,1,0,39.6,2,0
557,558,0,1,1,29.69911764705882,0,0,227.525,-1,0
558,559,1,1,0,39.0,1,1,79.65,134,2
559,560,1,3,0,36.0,1,0,17.4,-1,2
560,561,0,3,1,29.69911764705882,0,0,7.75,-1,1
561,562,0,3,1,40.0,0,0,7.8958,-1,2
562,563,0,2,1,28.0,0,0,13.5,-1,2
563,564,0,3,1,29.69911764705882,0,0,8.05,-1,2
564,565,0,3,0,29.69911764705882,0,0,8.05,-1,2
565,566,0,3,1,24.0,2,0,24.15,-1,2
566,567,0,3,1,19.0,0,0,7.8958,-1,2
567,568,0,3,0,29.0,0,4,21.075,-1,2
568,569,0,3,1,29.69911764705882,0,0,7.2292,-1,0
569,570,1,3,1,32.0,0,0,7.8542,-1,2
570,571,1,2,1,62.0,0,0,10.5,-1,2
571,572,1,1,0,53.0,2,0,51.4792,48,2
572,573,1,1,1,36.0,0,0,26.3875,121,2
573,574,1,3,0,29.69911764705882,0,0,7.75,-1,1
574,575,0,3,1,16.0,0,0,8.05,-1,2
575,576,0,3,1,19.0,0,0,14.5,-1,2
576,577,1,2,0,34.0,0,0,13.0,-1,2
577,578,1,1,0,39.0,1,0,55.9,128,2
578,579,0,3,0,29.69911764705882,1,0,14.4583,-1,0
579,580,1,3,1,32.0,0,0,7.925,-1,2
580,581,1,2,0,25.0,1,1,30.0,-1,2
581,582,1,1,0,39.0,1,1,110.8833,75,0
582,583,0,2,1,54.0,0,0,26.0,-1,2
583,584,0,1,1,36.0,0,0,40.125,0,0
584,585,0,3,1,29.69911764705882,0,0,8.7125,-1,0
585,586,1,1,0,18.0,0,2,79.65,135,2
586,587,0,2,1,47.0,0,0,15.0,-1,2
587,588,1,1,1,60.0,1,1,79.2,29,0
588,589,0,3,1,22.0,0,0,8.05,-1,2
589,590,0,3,1,29.69911764705882,0,0,8.05,-1,2
590,591,0,3,1,35.0,0,0,7.125,-1,2
591,592,1,1,0,52.0,1,0,78.2667,96,0
592,593,0,3,1,47.0,0,0,7.25,-1,2
593,594,0,3,0,29.69911764705882,0,2,7.75,-1,1
594,595,0,2,1,37.0,1,0,26.0,-1,2
595,596,0,3,1,36.0,1,1,24.15,-1,2
596,597,1,2,0,29.69911764705882,0,0,33.0,-1,2
597,598,0,3,1,49.0,0,0,0.0,-1,2
598,599,0,3,1,29.69911764705882,0,0,7.225,-1,0
599,600,1,1,1,49.0,1,0,56.9292,4,0
600,601,1,2,0,24.0,2,1,27.0,-1,2
601,602,0,3,1,29.69911764705882,0,0,7.8958,-1,2
602,603,0,1,1,29.69911764705882,0,0,42.4,-1,2
603,604,0,3,1,44.0,0,0,8.05,-1,2
604,605,1,1,1,35.0,0,0,26.55,-1,0
605,606,0,3,1,36.0,1,0,15.55,-1,2
606,607,0,3,1,30.0,0,0,7.8958,-1,2
607,608,1,1,1,27.0,0,0,30.5,-1,2
608,609,1,2,0,22.0,1,2,41.5792,-1,0
609,610,1,1,0,40.0,0,0,153.4625,57,2
610,611,0,3,0,39.0,1,5,31.275,-1,2
611,612,0,3,1,29.69911764705882,0,0,7.05,-1,2
612,613,1,3,0,29.69911764705882,1,0,15.5,-1,1
613,614,0,3,1,29.69911764705882,0,0,7.75,-1,1
614,615,0,3,1,35.0,0,0,8.05,-1,2
615,616,1,2,0,24.0,1,2,65.0,-1,2
616,617,0,3,1,34.0,1,1,14.4,-1,2
617,618,0,3,0,26.0,1,0,16.1,-1,2
618,619,1,2,0,4.0,2,1,39.0,144,2
619,620,0,2,1,26.0,0,0,10.5,-1,2
620,621,0,3,1,27.0,1,0,14.4542,-1,0
621,622,1,1,1,42.0,1,0,52.5542,95,2
622,623,1,3,1,20.0,1,1,15.7417,-1,0
623,624,0,3,1,21.0,0,0,7.8542,-1,2
624,625,0,3,1,21.0,0,0,16.1,-1,2
625,626,0,1,1,61.0,0,0,32.3208,110,2
626,627,0,2,1,57.0,0,0,12.35,-1,1
627,628,1,1,0,21.0,0,0,77.9583,114,2
628,629,0,3,1,26.0,0,0,7.8958,-1,2
629,630,0,3,1,29.69911764705882,0,0,7.7333,-1,1
630,631,1,1,1,80.0,0,0,30.0,5,2
631,632,0,3,1,51.0,0,0,7.0542,-1,2
632,633,1,1,1,32.0,0,0,30.5,33,0
633,634,0,1,1,29.69911764705882,0,0,0.0,-1,2
634,635,0,3,0,9.0,3,2,27.9,-1,2
635,636,1,2,0,28.0,0,0,13.0,-1,2
636,637,0,3,1,32.0,0,0,7.925,-1,2
637,638,0,2,1,31.0,1,1,26.25,-1,2
638,639,0,3,0,41.0,0,5,39.6875,-1,2
639,640,0,3,1,29.69911764705882,1,0,16.1,-1,2
640,641,0,3,1,20.0,0,0,7.8542,-1,2
641,642,1,1,0,24.0,0,0,69.3,24,0
642,643,0,3,0,2.0,3,2,27.9,-1,2
643,644,1,3,1,29.69911764705882,0,0,56.4958,-1,2
644,645,1,3,0,0.75,2,1,19.2583,-1,0
645,646,1,1,1,48.0,1,0,76.7292,101,0
646,647,0,3,1,19.0,0,0,7.8958,-1,2
647,648,1,1,1,56.0,0,0,35.5,7,0
648,649,0,3,1,29.69911764705882,0,0,7.55,-1,2
649,650,1,3,0,23.0,0,0,7.55,-1,2
650,651,0,3,1,29.69911764705882,0,0,7.8958,-1,2
651,652,1,2,0,18.0,0,1,23.0,-1,2
652,653,0,3,1,21.0,0,0,8.4333,-1,2
653,654,1,3,0,29.69911764705882,0,0,7.8292,-1,1
654,655,0,3,0,18.0,0,0,6.75,-1,1
655,656,0,2,1,24.0,2,0,73.5,-1,2
656,657,0,3,1,29.69911764705882,0,0,7.8958,-1,2
657,658,0,3,0,32.0,1,1,15.5,-1,1
658,659,0,2,1,23.0,0,0,13.0,-1,2
659,660,0,1,1,58.0,0,2,113.275,108,0
660,661,1,1,1,50.0,2,0,133.65,-1,2
661,662,0,3,1,40.0,0,0,7.225,-1,0
662,663,0,1,1,47.0,0,0,25.5875,132,2
663,664,0,3,1,36.0,0,0,7.4958,-1,2
664,665,1,3,1,20.0,1,0,7.925,-1,2
665,666,0,2,1,32.0,2,0,73.5,-1,2
666,667,0,2,1,25.0,0,0,13.0,-1,2
667,668,0,3,1,29.69911764705882,0,0,7.775,-1,2
668,669,0,3,1,43.0,0,0,8.05,-1,2
669,670,1,1,0,29.69911764705882,1,0,52.0,58,2
670,671,1,2,0,40.0,1,1,39.0,-1,2
671,672,0,1,1,31.0,1,0,52.0,38,2
672,673,0,2,1,70.0,0,0,10.5,-1,2
673,674,1,2,1,31.0,0,0,13.0,-1,2
674,675,0,2,1,29.69911764705882,0,0,0.0,-1,2
675,676,0,3,1,18.0,0,0,7.775,-1,2
676,677,0,3,1,24.5,0,0,8.05,-1,2
677,678,1,3,0,18.0,0,0,9.8417,-1,2
678,679,0,3,0,43.0,1,6,46.9,-1,2
679,680,1,1,1,36.0,0,1,512.3292,34,0
680,681,0,3,0,29.69911764705882,0,0,8.1375,-1,1
681,682,1,1,1,27.0,0,0,76.7292,109,0
682,683,0,3,1,20.0,0,0,9.225,-1,2
683,684,0,3,1,14.0,5,2,46.9,-1,2
684,685,0,2,1,60.0,1,1,39.0,-1,2
685,686,0,2,1,25.0,1,2,41.5792,-1,0
686,687,0,3,1,14.0,4,1,39.6875,-1,2
687,688,0,3,1,19.0,0,0,10.1708,-1,2
688,689,0,3,1,18.0,0,0,7.7958,-1,2
689,690,1,1,0,15.0,0,1,211.3375,32,2
690,691,1,1,1,31.0,1,0,57.0,19,2
691,692,1,3,0,4.0,0,1,13.4167,-1,0
692,693,1,3,1,29.69911764705882,0,0,56.4958,-1,2
693,694,0,3,1,25.0,0,0,7.225,-1,0
694,695,0,1,1,60.0,0,0,26.55,-1,2
695,696,0,2,1,52.0,0,0,13.5,-1,2
696,697,0,3,1,44.0,0,0,8.05,-1,2
697,698,1,3,0,29.69911764705882,0,0,7.7333,-1,1
698,699,0,1,1,49.0,1,1,110.8833,75,0
699,700,0,3,1,42.0,0,0,7.65,139,2
700,701,1,1,0,18.0,1,0,227.525,73,0
701,702,1,1,1,35.0,0,0,26.2875,120,2
702,703,0,3,0,18.0,0,1,14.4542,-1,0
703,704,0,3,1,25.0,0,0,7.7417,-1,1
704,705,0,3,1,26.0,1,0,7.8542,-1,2
705,706,0,2,1,39.0,0,0,26.0,-1,2
706,707,1,2,0,45.0,0,0,13.5,-1,2
707,708,1,1,1,42.0,0,0,26.2875,120,2
708,709,1,1,0,22.0,0,0,151.55,-1,2
709,710,1,3,1,29.69911764705882,1,1,15.2458,-1,0
710,711,1,1,0,24.0,0,0,49.5042,84,0
711,712,0,1,1,29.69911764705882,0,0,26.55,56,2
712,713,1,1,1,48.0,1,0,52.0,58,2
713,714,0,3,1,29.0,0,0,9.4833,-1,2
714,715,0,2,1,52.0,0,0,13.0,-1,2
715,716,0,3,1,19.0,0,0,7.65,140,2
716,717,1,1,0,38.0,0,0,227.525,66,0
717,718,1,2,0,27.0,0,0,10.5,116,2
718,719,0,3,1,29.69911764705882,0,0,15.5,-1,1
719,720,0,3,1,33.0,0,0,7.775,-1,2
720,721,1,2,0,6.0,0,1,33.0,-1,2
721,722,0,3,1,17.0,1,0,7.0542,-1,2
722,723,0,2,1,34.0,0,0,13.0,-1,2
723,724,0,2,1,50.0,0,0,13.0,-1,2
724,725,1,1,1,27.0,1,0,53.1,137,2
725,726,0,3,1,20.0,0,0,8.6625,-1,2
726,727,1,2,0,30.0,3,0,21.0,-1,2
727,728,1,3,0,29.69911764705882,0,0,7.7375,-1,1
728,729,0,2,1,25.0,1,0,26.0,-1,2
729,730,0,3,0,25.0,1,0,7.925,-1,2
730,731,1,1,0,29.0,0,0,211.3375,32,2
731,732,0,3,1,11.0,0,0,18.7875,-1,0
732,733,0,2,1,29.69911764705882,0,0,0.0,-1,2
733,734,0,2,1,23.0,0,0,13.0,-1,2
734,735,0,2,1,23.0,0,0,13.0,-1,2
735,736,0,3,1,28.5,0,0,16.1,-1,2
736,737,0,3,0,48.0,1,3,34.375,-1,2
737,738,1,1,1,35.0,0,0,512.3292,15,0
738,739,0,3,1,29.69911764705882,0,0,7.8958,-1,2
739,740,0,3,1,29.69911764705882,0,0,7.8958,-1,2
740,741,1,1,1,29.69911764705882,0,0,30.0,105,2
741,742,0,1,1,36.0,1,0,78.85,67,2
742,743,1,1,0,21.0,2,2,262.375,35,0
743,744,0,3,1,24.0,1,0,16.1,-1,2
744,745,1,3,1,31.0,0,0,7.925,-1,2
745,746,0,1,1,70.0,1,1,71.0,20,2
746,747,0,3,1,16.0,1,1,20.25,-1,2
747,748,1,2,0,30.0,0,0,13.0,-1,2
748,749,0,1,1,19.0,1,0,53.1,100,2
749,750,0,3,1,31.0,0,0,7.75,-1,1
750,751,1,2,0,4.0,1,1,23.0,-1,2
751,752,1,3,1,6.0,0,1,12.475,118,2
752,753,0,3,1,33.0,0,0,9.5,-1,2
753,754,0,3,1,23.0,0,0,7.8958,-1,2
754,755,1,2,0,48.0,1,2,65.0,-1,2
755,756,1,2,1,0.67,1,1,14.5,-1,2
756,757,0,3,1,28.0,0,0,7.7958,-1,2
757,758,0,2,1,18.0,0,0,11.5,-1,2
758,759,0,3,1,34.0,0,0,8.05,-1,2
759,760,1,1,0,33.0,0,0,86.5,40,2
760,761,0,3,1,29.69911764705882,0,0,14.5,-1,2
761,762,0,3,1,41.0,0,0,7.125,-1,2
762,763,1,3,1,20.0,0,0,7.2292,-1,0
763,764,1,1,0,36.0,1,2,120.0,47,2
764,765,0,3,1,16.0,0,0,7.775,-1,2
765,766,1,1,0,51.0,1,0,77.9583,92,2
766,767,0,1,1,29.69911764705882,0,0,39.6,-1,0
767,768,0,3,0,30.5,0,0,7.75,-1,1
768,769,0,3,1,29.69911764705882,1,0,24.15,-1,1
769,770,0,3,1,32.0,0,0,8.3625,-1,2
770,771,0,3,1,24.0,0,0,9.5,-1,2
771,772,0,3,1,48.0,0,0,7.8542,-1,2
772,773,0,2,0,57.0,0,0,10.5,136,2
773,774,0,3,1,29.69911764705882,0,0,7.225,-1,0
774,775,1,2,0,54.0,1,3,23.0,-1,2
775,776,0,3,1,18.0,0,0,7.75,-1,2
776,777,0,3,1,29.69911764705882,0,0,7.75,143,1
777,778,1,3,0,5.0,0,0,12.475,-1,2
778,779,0,3,1,29.69911764705882,0,0,7.7375,-1,1
779,780,1,1,0,43.0,0,1,211.3375,22,2
780,781,1,3,0,13.0,0,0,7.2292,-1,0
781,782,1,1,0,17.0,1,0,57.0,19,2
782,783,0,1,1,29.0,0,0,30.0,112,2
783,784,0,3,1,29.69911764705882,1,2,23.45,-1,2
784,785,0,3,1,25.0,0,0,7.05,-1,2
785,786,0,3,1,25.0,0,0,7.25,-1,2
786,787,1,3,0,18.0,0,0,7.4958,-1,2
787,788,0,3,1,8.0,4,1,29.125,-1,1
788,789,1,3,1,1.0,1,2,20.575,-1,2
789,790,0,1,1,46.0,0,0,79.2,44,0
790,791,0,3,1,29.69911764705882,0,0,7.75,-1,1
791,792,0,2,1,16.0,0,0,26.0,-1,2
792,793,0,3,0,29.69911764705882,8,2,69.55,-1,2
793,794,0,1,1,29.69911764705882,0,0,30.6958,-1,0
794,795,0,3,1,25.0,0,0,7.8958,-1,2
795,796,0,2,1,39.0,0,0,13.0,-1,2
796,797,1,1,0,49.0,0,0,25.9292,94,2
797,798,1,3,0,31.0,0,0,8.6833,-1,2
798,799,0,3,1,30.0,0,0,7.2292,-1,0
799,800,0,3,0,30.0,1,1,24.15,-1,2
800,801,0,2,1,34.0,0,0,13.0,-1,2
801,802,1,2,0,31.0,1,1,26.25,-1,2
802,803,1,1,1,11.0,1,2,120.0,47,2
803,804,1,3,1,0.42,0,1,8.5167,-1,0
804,805,1,3,1,27.0,0,0,6.975,-1,2
805,806,0,3,1,31.0,0,0,7.775,-1,2
806,807,0,1,1,39.0,0,0,0.0,11,2
807,808,0,3,0,18.0,0,0,7.775,-1,2
808,809,0,2,1,39.0,0,0,13.0,-1,2
809,810,1,1,0,33.0,1,0,53.1,137,2
810,811,0,3,1,26.0,0,0,7.8875,-1,2
811,812,0,3,1,39.0,0,0,24.15,-1,2
812,813,0,2,1,35.0,0,0,10.5,-1,2
813,814,0,3,0,6.0,4,2,31.275,-1,2
814,815,0,3,1,30.5,0,0,8.05,-1,2
815,816,0,1,1,29.69911764705882,0,0,0.0,16,2
816,817,0,3,0,23.0,0,0,7.925,-1,2
817,818,0,2,1,31.0,1,1,37.0042,-1,0
818,819,0,3,1,43.0,0,0,6.45,-1,2
819,820,0,3,1,10.0,3,2,27.9,-1,2
820,821,1,1,0,52.0,1,1,93.5,37,2
821,822,1,3,1,27.0,0,0,8.6625,-1,2
822,823,0,1,1,38.0,0,0,0.0,-1,2
823,824,1,3,0,27.0,0,1,12.475,118,2
824,825,0,3,1,2.0,4,1,39.6875,-1,2
825,826,0,3,1,29.69911764705882,0,0,6.95,-1,1
826,827,0,3,1,29.69911764705882,0,0,56.4958,-1,2
827,828,1,2,1,1.0,0,2,37.0042,-1,0
828,829,1,3,1,29.69911764705882,0,0,7.75,-1,1
829,830,1,1,0,62.0,0,0,80.0,21,-1
830,831,1,3,0,15.0,1,0,14.4542,-1,0
831,832,1,2,1,0.83,1,1,18.75,-1,2
832,833,0,3,1,29.69911764705882,0,0,7.2292,-1,0
833,834,0,3,1,23.0,0,0,7.8542,-1,2
834,835,0,3,1,18.0,0,0,8.3,-1,2
835,836,1,1,0,39.0,1,1,83.1583,130,0
836,837,0,3,1,21.0,0,0,8.6625,-1,2
837,838,0,3,1,29.69911764705882,0,0,8.05,-1,2
838,839,1,3,1,32.0,0,0,56.4958,-1,2
839,840,1,1,1,29.69911764705882,0,0,29.7,68,0
840,841,0,3,1,20.0,0,0,7.925,-1,2
841,842,0,2,1,16.0,0,0,10.5,-1,2
842,843,1,1,0,30.0,0,0,31.0,-1,0
843,844,0,3,1,34.5,0,0,6.4375,-1,0
844,845,0,3,1,17.0,0,0,8.6625,-1,2
845,846,0,3,1,42.0,0,0,7.55,-1,2
846,847,0,3,1,29.69911764705882,8,2,69.55,-1,2
847,848,0,3,1,35.0,0,0,7.8958,-1,0
848,849,0,2,1,28.0,0,1,33.0,-1,2
849,850,1,1,0,29.69911764705882,1,0,89.1042,86,0
850,851,0,3,1,4.0,4,2,31.275,-1,2
851,852,0,3,1,74.0,0,0,7.775,-1,2
852,853,0,3,0,9.0,1,1,15.2458,-1,0
853,854,1,1,0,16.0,0,1,39.4,99,2
854,855,0,2,0,44.0,1,0,26.0,-1,2
855,856,1,3,0,18.0,0,1,9.35,-1,2
856,857,1,1,0,45.0,1,1,164.8667,-1,2
857,858,1,1,1,51.0,0,0,26.55,119,2
858,859,1,3,0,24.0,0,3,19.2583,-1,0
859,860,0,3,1,29.69911764705882,0,0,7.2292,-1,0
860,861,0,3,1,41.0,2,0,14.1083,-1,2
861,862,0,2,1,21.0,1,0,11.5,-1,2
862,863,1,1,0,48.0,0,0,25.9292,94,2
863,864,0,3,0,29.69911764705882,8,2,69.55,-1,2
864,865,0,2,1,24.0,0,0,13.0,-1,2
865,866,1,2,0,42.0,0,0,13.0,-1,2
866,867,1,2,0,27.0,1,0,13.8583,-1,0
867,868,0,1,1,31.0,0,0,50.4958,6,2
868,869,0,3,1,29.69911764705882,0,0,9.5,-1,2
869,870,1,3,1,4.0,1,1,11.1333,-1,2
870,871,0,3,1,26.0,0,0,7.8958,-1,2
871,872,1,1,0,47.0,1,1,52.5542,102,2
872,873,0,1,1,33.0,0,0,5.0,34,2
873,874,0,3,1,47.0,0,0,9.0,-1,2
874,875,1,2,0,28.0,1,0,24.0,-1,0
875,876,1,3,0,15.0,0,0,7.225,-1,0
876,877,0,3,1,20.0,0,0,9.8458,-1,2
877,878,0,3,1,19.0,0,0,7.8958,-1,2
878,879,0,3,1,29.69911764705882,0,0,7.8958,-1,2
879,880,1,1,0,56.0,0,1,83.1583,70,0
880,881,1,2,0,25.0,0,1,26.0,-1,2
881,882,0,3,1,33.0,0,0,7.8958,-1,2
882,883,0,3,0,22.0,0,0,10.5167,-1,2
883,884,0,2,1,28.0,0,0,10.5,-1,2
884,885,0,3,1,25.0,0,0,7.05,-1,2
885,886,0,3,0,39.0,0,5,29.125,-1,1
886,887,0,2,1,27.0,0,0,13.0,-1,2
887,888,1,1,0,19.0,0,0,30.0,30,2
888,889,0,3,0,29.69911764705882,1,2,23.45,-1,2
889,890,1,1,1,26.0,0,0,30.0,60,0
890,891,0,3,1,32.0,0,0,7.75,-1,1
